POSITION	NAME	AFFINITY
227	"(6Z)-cladiellin_(cladiella-6Z,11(17)-dien-3-ol)"	-9.4
228	N-methoxy-5-oxoaporphinoid	-9.4
229	ZINC000095485891	-9.4
230	hierochin_A	-9.4
231	"(-)-3,4-divanillyltetrahydrofuran"	-9.4
232	ZINC000095486056	-9.4
233	assafoetidnol_B	-9.4
234	6-bromo-N-methylaplysinopsin	-9.3
235	norbutsanguinine	-9.3
236	aranorosin	-9.3
237	ZINC000031168265	-9.3
238	ZINC000014506940	-9.3
239	4'-hydroxy-7-methoxy-flavan-3-ol	-9.3
240	dictyol_C	-9.3
241	tryprostatin_B	-9.3
242	nitidine	-9.3
243	liquiritigenin	-9.3
244	samarcandin	-9.3
245	isoschizogaline	-9.3
246	1-O-acetyllycorine	-9.3
247	"4beta,8alpha-dihydroxy-6alpha-vanilloyloxydauc-9-ene"	-9.3
248	ZINC000014504006	-9.3
249	ZINC000014677166	-9.3
250	pinostrobin_chalcone	-9.3
251	"5,3',4'-trihydroxy-7-methoxyflavanone"	-9.3
252	"3-(2',3'-dihydroxy-3'-methylbutyl)-5-(3''-methylcrotonoyl)_indole"	-9.3
253	"6,7-dehydrohyoscyamine"	-9.3
254	acacic_acid_lactone	-9.3
255	ZINC000095486214	-9.3
256	ZINC000003871358	-9.3
257	toussaintine_B	-9.3
258	(+)-taxifolin	-9.3
259	apoatropine	-9.3
260	"7,2'-dimethoxy-4',5'-methylenedioxyisoflavone"	-9.3
261	7-O-methylaromadendrin	-9.3
262	ZINC000013327497	-9.3
263	7-O-methylapigenin	-9.2
264	ZINC000095486004	-9.2
265	syzalterin	-9.2
266	limonin	-9.2
267	naringenin_7-methyl_ether	-9.2
268	N-cis-feruloyltyramine	-9.2
269	Tribulus_saponin_aglycone_3	-9.2
270	2-methyl-2-butenyl_(E)-caffeate	-9.2
271	3-phenylacetoxytropane	-9.2
272	8-C-p-hydroxybenzylluteolin	-9.2
273	ekeberin_C1	-9.2
274	wikstromol	-9.2
275	chrysin	-9.2
276	acetylpectachol_B	-9.2
277	"2,5-dihydroxybenzyl_benzoate"	-9.2
278	ZINC000095485945	-9.2
279	knipholone_cyclooxanthrone	-9.2
280	9-epi-6-p-hydroxybenzoylisolancerotrial	-9.2
281	d-cyclocapillarol	-9.2
282	(-)-secoisolariciresinol	-9.2
283	pyrophen	-9.2
284	(+)-3'-o-methyltaxifolin	-9.2
285	humistratagenin	-9.2
286	(+)-tephrodin	-9.2
287	cynaropicrin_diacetate	-9.2
288	"20(S),24(R)-epoxydammarane-3alpha,17alpha,25-triol"	-9.2
289	ZINC000095486224	-9.2
290	littorine	-9.2
291	ZINC000014441498	-9.2
292	demethoxymatteucinol	-9.2
293	"5,7,3',4'-tetrahydroxyflavanol"	-9.2
294	vesceritenone	-9.1
295	anthepseudolide-6-O-acetate	-9.1
296	ZINC000014758411	-9.1
297	aloe-emodin_acetate	-9.1
298	ZINC000095486285	-9.1
299	lambertianol	-9.1
300	ZINC000000898806	-9.1
301	ZINC000085967772	-9.1
302	naringenin	-9.1
303	cimifugin_3-methylbutanoate	-9.1
304	iso-imperatorin	-9.1
305	dihydro-5-(4-(tetrahydro-3-_methylene-2-oxofuran-4-yl)-2-hydroxy-2-methylbut-3-enyl)-3-methylfuran-2(3H)-one	-9.1
306	Tribulus_saponin_aglycone_2	-9.1
307	"3-phenylacetoxy-6,7-epoxytropane"	-9.1
308	"7,3'-dimethoxy-4',5'-methylenedioxyisoflavone"	-9.1
309	naringenin	-9.1
310	"6-(3-methyl-but-enyl)-1,3-dihydroindol-2-one"	-9.1
311	ZINC000005842416	-9.1
312	hyrtiosal	-9.1
313	diosmetin_7-O-beta-D-apiofuranoside	-9.1
314	abyssinone_I	-9.1
315	kandavanolide	-9.1
316	anhydrolycorine	-9.1
317	16-epi-scalarolbutenolide	-9.1
318	"11beta,13-dihydrolactucin-8-O-acetate"	-9.1
319	"methyl_5-(3-4-dihydroxyphenyl)-3-hydroxypenta-2,4-dienoate"	-9.1
320	zapoterin	-9.1
321	7-hydroxy-4'-methoxy-3'-prenylisoflavone	-9.1
322	ZINC000095486048	-9.1
323	3alpha-tropoyloxy-6beta-isovaleroyloxytropane	-9.1
324	mexicanolide	-9.1
325	ZINC000095486231	-9.1
326	ZINC000006018563	-9.1
327	altertoxin_I	-9.1
328	hypecorinine	-9.1
329	farinosone_C	-9.1
330	"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside"	-9.1
331	lycorine	-9
332	1-dehydrogingerdione	-9
333	naringenin-4'-methoxy-7-O-alpha-L-rhamnoside	-9
334	ZINC000095486154	-9
335	liriodenine	-9
336	daturamalakin_A	-9
337	2-(nonan-8-one)-4-methoxy-quinoline	-9
338	8-epi-tomentosin	-9
339	hispidin	-9
340	montanin_B	-9
341	"11,12-dihydroxy-7-oxo-ent-abieta-8,11,13-trien-16-oic_acid_methyl_ester"	-9
342	dehydroneotenone	-9
343	ZINC000013382373	-9
344	retusolide_B	-9
345	4'-O-demethylknipholone	-9
346	ZINC000033832344	-9
347	"methyl-3-prenyl-1,4-naphthoquinone-2-carboxylate"	-9
348	galbanic_acid	-9
349	13-hydroxyfeselol	-9
350	benzyl_benzoate	-9
351	"(3aR,9aR)-3a,4,9,9a-tetrahydro-5,8-dimethyl-3-methylenenaphtho[2,3-b]furan-2(3H)-one"	-9
352	3-(2'-phenylpropionyloxy)tropane	-9
353	ZINC000000006256	-9
354	rhein_methylester	-9
355	laxitextine_A	-9
356	6-hydroxyapoatropine	-9
357	1-(4-hydroxy-3-(3-methylbut-2-enyl)phenyl)ethanone	-9
358	ZINC000095486296	-9
359	benzyl_2-hydroxy-6-methoxybenzoate	-9
360	"5,7-dihydroxy-3-[3-hydroxy-4-methoxy-5[(E)-3-methylbuta-1,3-dienyl]phenyl-1-_benzopyran-4-one"	-9
361	"13,17-dihydroxy-labda-8,14-diene-17-O-xylopyranoside"	-9
362	"2',4'-dihydroxy-6'-methoxydihydrochalcone"	-9
363	anastatin_A	-9
364	"10alpha-hydroxy-1alpha,2alpha,3alpha,4alpha-diepoxy-8-alpha-methylbutanoyloxy-11,13-dehydroguaia-6alpha,12-olide"	-9
365	9-O-beta-glucopyranosyl_trans-cinnamyl_alcohol	-9
366	3'-(2-hydroxy-3-methylbuten-3-yl)-biochanin_A	-9
367	uvaretin_trimethyl_ether	-9
368	"5,6-dihydrobicolorine"	-9
369	"(9Z,12Z)-octadecadienoic_acid_glucoside"	-8.9
370	6-hydroxyhyoscyamine	-8.9
371	julocrotine	-8.9
372	"7,3'-dihydroxy-4'-methoxyisoflavone"	-8.9
373	ZINC000095486076	-8.9
374	hoslundin	-8.9
375	2-(nonan-8-one)-(1H)-4-quinolone	-8.9
376	epigallocatechin	-8.9
377	uguenenprenol	-8.9
378	"5,7,2'-trihydroxyflavone"	-8.9
379	alternariol_5-O-methyl_ether-4'-O-sulfate	-8.9
380	(+)-sclerotiorin	-8.9
381	silydianin	-8.9
382	ZINC000095486253	-8.9
383	ferugin	-8.9
384	abyssinoflavone_V	-8.9
385	(2S)-7-hydroxy-5-methoxy-8-prenylflavanone	-8.9
386	benzaldehyde_4-O-beta-glucoside	-8.9
387	"5-methoxy-6,8,8-trimethyl-2-phenylchromene-4,7-dione"	-8.9
388	ZINC000095486026	-8.9
389	alternariol_5-O-sulphate	-8.9
390	aschantin	-8.9
391	"5,6-dehydrocalotropagenin"	-8.9
392	maximaisoflavone_H	-8.9
393	"3,3'-dimethyldiphenyl"	-8.9
394	(-)-lychnopholide	-8.9
395	altertoxin_I	-8.9
396	ligstral	-8.9
397	"5-hydroxy-6,8,8-trimethyl-2-phenylchromene-4,7-dione"	-8.9
398	3-methyl-3-butenyl_(E)-caffeate	-8.9
399	(+)-isochromophilone_VII	-8.9
400	sigmoidin_B-4'-methyl_ether	-8.9
401	teucrin_A	-8.9
402	5-O-acetylembelin	-8.9
403	ZINC000095486324	-8.9
404	1-(4-hydroxy-3-((Z)-4-hydroxy-3-methylbut-2-enyl)phenyl)ethanone	-8.9
405	ZINC000095486094	-8.9
406	daturamalakin_B	-8.9
407	ZINC000095486127	-8.9
408	2-(decan-9-one)-N-methyl-4-quinolone	-8.9
409	8-C-p-hydroxybenzyldiosmetin	-8.9
410	l-cyclocapillarol	-8.9
411	"1beta-angeloyloxy-9alpha-hydroxy-alpha-cyclocostunolide-3,4-oxide"	-8.9
412	xanthienopyran	-8.9
413	"3-(3,4-dimethoxyphenyl)-8-(3-methylbut-2-enyl)-6-methoxy-7-hydroxybenzopyran-4-one"	-8.9
414	"[(3alpha,3'alpha,4beta,4'beta)-3,3']-dimethoxy-cis-[4,4'-bis(3,4,5,10-tetrahydro-1H-naphtho[2,3-c]pyran)]-5,5',10,10'-tetraone"	-8.9
415	hugorosenone	-8.9
416	hippacine	-8.9
417	ZINC000001663628	-8.9
418	sipholenone_E	-8.9
419	1-(4-hydroxy-3-((Z)-4-hydroxy-3-methylbut-2-enyl)-5-(3-methylbut-2-enyl)phenyl)ethanone	-8.9
420	elgonene_E	-8.9
421	ZINC000014590768	-8.9
422	deacetylated_sclerotiorin	-8.9
423	"3,6-ditigloyloxytropane"	-8.9
424	ZINC000095486235	-8.9
425	(+)-pandoxide	-8.9
426	anonaine	-8.9
427	ZINC000001530775	-8.9
428	nobilisitine_A	-8.9
429	3beta-hydroxyoplopanone	-8.9
430	pinoresinol	-8.9
431	silybin_B	-8.9
432	cyclo-D-Trp-L-pro	-8.9
433	knipholone_cyclooxanthrone	-8.9
434	tetranin_B	-8.9
435	"6-(3-methylbuta-1,3-dienyl)-1H-indole"	-8.9
436	8alpha-hydroxy-13-epi-pimar-16-en-18-yl_acetate	-8.9
437	knipholone	-8.9
438	1-O-ethyl-6-(p-hydroxybenzoyl)-beta-D-glucopyranoside	-8.9
439	"8-(tetrahydro-3'-methylene-2'-oxofuran-4'-yl)-2,6-dimethylocta-2,6-dienal"	-8.9
440	ZINC000002386253	-8.9
441	elgonene_C	-8.9
442	malafilinin	-8.9
443	yatein	-8.9
444	3-acetylsesterstatin_1	-8.9
445	6-bromo-N-propionylaplysinopsin	-8.8
446	ZINC000095486014	-8.8
447	"3',6'-dihydroxy-2',4',5'-trimethoxychalcone"	-8.8
448	rapanone	-8.8
449	(-)-dehydrocostuslactone	-8.8
450	-)-5-methoxy-7-phenyl-[4-methoxy-2-pyronyl]-_1-(E)-styryl-2-oxabicyclo-[4.2.0]-octa-4-en-3-one	-8.8
451	turranolide	-8.8
452	fumariline	-8.8
453	ZINC000095486237	-8.8
454	3-tropoyloxy-6-acetoxytropane	-8.8
455	asteriscunolide_A	-8.8
456	ent-trachyloban-18-ol	-8.8
457	"luteolin-7,3'-dimethyl_ether"	-8.8
458	pseudoivalin	-8.8
459	"4beta-dihydroxy-5alpha(H)-guaia-1(10),11(13)-dien-8alpha,12-olide"	-8.8
460	megalocarpoidolide_B	-8.8
461	"ent-abieta-8(14),13(15)-dien-16,12-olide"	-8.8
462	ZINC000018185774	-8.8
463	dehydroabietic_acid	-8.8
464	knipholone_cyclooxanthrone	-8.8
465	naamine_D	-8.8
466	2-oxo-4-O-acetyl-desacetylxanthanol	-8.8
467	alternariol_5-O-methyl_ether	-8.8
468	"2,11-didehydro-2-dehydroxylycorine"	-8.8
469	bisabol-2-en-1-one	-8.8
470	diorcinol	-8.8
471	3-tigloyloxy-6-isobutyryloxytropane	-8.8
472	"5,2',4'-trihydroxy-7-methoxy-6-(3-methylbut-2-enyl)isoflavone"	-8.8
473	"5,4'-dimethoxy-6,7-methylenedioxyisoflavone"	-8.8
474	cystodione_D	-8.8
475	methylscopolamine	-8.8
476	ZINC000034729381	-8.8
477	cleistodienol_A	-8.8
478	6-hydroxybisabol-2-en-1-one	-8.8
479	5-(3-methylbut-2-enyl)-1H-indole	-8.8
480	incrustasterol_A	-8.8
481	lancerodiol-p-methoxybenzoate	-8.8
482	(3-methyl_phenyl)-phenyl_methanol	-8.8
483	3-tigloyloxy-6-propionyloxy-7-hydroxytropane	-8.8
484	trachyloban-19-oic_acid	-8.8
485	"2',6'-dihydroxy-3',4'-dimethoxychalcone"	-8.8
486	hellebrigenin	-8.8
487	"(ent-3beta,8alpha)-15,16-epoxy-13(16),14-labdadiene-3,8-diol"	-8.8
488	epalrestat	-8.8
489	(-)-farrerol	-8.8
490	malafilin	-8.8
491	enterodiol	-8.8
492	"3,6-ditigloyloxy-7-hydroxytropane"	-8.8
493	1-O-p-hydroxybenzoyl-beta-D-glucopyranoside	-8.8
494	corylin	-8.8
495	uguenenprenol	-8.8
496	3'-O-methylorobol	-8.8
497	6-(3-methyl-2-butenyl)-1H-indole	-8.8
498	"ent-abieta-8,11,13-trien-16-ol"	-8.8
499	"1,5,12-trihydroxy-5-O-(4'-O-angeloyl-beta-D-glucopyranosyl)-farsenol"	-8.8
500	ZINC000053194131	-8.8
501	ZINC000000001785	-8.8
502	ZINC000013481884	-8.8
503	"2'-hydroxy-3',4',6'-trimethoxychalcone"	-8.8
504	macrocliniside_A	-8.8
505	abyssinin_I	-8.8
506	tenaxin_II	-8.8
507	"5,7-dimethoxy-8-(3-hydroxy-3-methylbut-1Z-enyl)flavone"	-8.8
508	"(-)-6-styryl-7,8-dihydroxy-4-_methoxypyran-2-one"	-8.8
509	(2E)-4-(5-acetyl-2-hydroxyphenyl)-2-methylbut-2-enal	-8.8
510	"ent-18-acetoxykaur-16-en-3,7-dione"	-8.8
511	"(7S,8aS)-7-methyl-3-methylidene-6-(3-oxobutyl)-2H,3H,3aH,4H,7H,8H,8aH-cyclohepta[b]furan-2-one"	-8.8
512	"8alpha,9alpha-dihydroxy-4beta,15,11beta,13-tetrahydrodehydrozaluzanin"	-8.8
513	toussaintine_C	-8.8
514	10-acetonylknipholone_cyclooxanthrone	-8.8
515	"(6R,7R,8S,_3'R)-8alpha-(3,4-dihydroxy-2-methylene-butanoyloxy)-15-oxohelianga-1(10),4(5),11(13)-trien-6-olide"	-8.8
516	1-O-acetyl_prinsepiol	-8.8
517	ZINC000005849399	-8.7
518	dehydroabietinal	-8.7
519	"(1R,2S)-1-((Z)-2-methylbut-2-enoyloxy)-1-(4-methoxybenzo[d][1,3]dioxol-6-yl)propan-2-yl_2,3-dimethyloxirane-2-carboxylate"	-8.7
520	zaluzanin_C	-8.7
521	acacetin	-8.7
522	cynarascoloside_C	-8.7
523	talasin_B	-8.7
524	2-phenylethyl-beta-D-glucopyranoside	-8.7
525	"3alpha-chloro-4beta,10beta-dihydroxy-1beta,2beta-epoxy-5alpha,7alphaH-guaia-11(13)-en-12,6alpha-olide"	-8.7
526	foetidin	-8.7
527	rhein	-8.7
528	ZINC000035570685	-8.7
529	marmesinin	-8.7
530	sipholenol_J	-8.7
531	6-O-deacetylsecomahoganin	-8.7
532	veprisiniol	-8.7
533	myrsinone	-8.7
534	"3beta,14beta-dihydroxy-19-methoxy-5alpha-card-20(22)-enolide"	-8.7
535	lancerodiol_p-hydroxybenzoate	-8.7
536	"(2S)-5,7-dimethoxy-8-(3-methylbut-1,3-dienyl)flavanone"	-8.7
537	mansumbinol	-8.7
538	(+)sesamin	-8.7
539	alternariol_5-O-methyl_ether-4'-O-sulphate	-8.7
540	"3-benzylhexahydropyrrolo[1,2-a]pyrazine-1,4-dione"	-8.7
541	dehydroabietinol	-8.7
542	isolophanthin_E	-8.7
543	"(4-methoxy-benzo[1,3]dioxol-5-yl)-phenylmethanone"	-8.7
544	sigmoidin_C	-8.7
545	2-(nonan-8-one)-N-methyl-4-quinolone	-8.7
546	"2'-dihydroxy-4',6'-dimethoxychalcone"	-8.7
547	3-tigloyloxy-6-propionyloxytropane	-8.7
548	"4beta,6alpha,8beta-trihydroxy-9alpha-p-hydroxybenzoyloxydaucane"	-8.7
549	"9alpha-hydroxy-11beta,13-dihydro-3-epi-zaluzanin_C"	-8.7
550	Aspergillus_diketopiperazine_6	-8.7
551	ZINC000005922776	-8.7
552	(-)-shonanin	-8.7
553	aranorosin-2-methylether	-8.7
554	pectachol_B	-8.7
555	"12-methoxy-13-methylpodocarpa-8,11,13-triene-3,7-dione"	-8.7
556	2-desoxo-2-hydroxy-8-epi-tomentosin	-8.7
557	thapsianolide	-8.7
558	1-L-1-O-methyl-2-_acetyl-3-P-E-coumaryl-myo-inositol	-8.7
559	5'-methoxy-3'-(3-methylbut-2-enyl)biochanin_A	-8.7
560	1-(4-hydroxy-3-((E)-4-hydroxy-3-methylbut-2-enyl)phenyl)ethanone	-8.7
561	"3-methoxy-1-methyl-9,10-anthraquinone"	-8.7
562	ungeremine	-8.7
563	pratosine	-8.7
564	ZINC000002030112	-8.7
565	tanzawaic_acid_H	-8.7
566	gamma-eudesmol_(2-xylopyranoside)	-8.7
567	"(E)-5-(3-methylbuta-1,3-dienyl)-1H-indole"	-8.7
568	3-tropoyloxy-6-tigloyloxytropane	-8.7
569	"(-)-trans-9-acetyl-4,9'-di-O-methyl-3'-de-O-methyldehydrodiconiferyl_alcohol"	-8.7
570	7-hydroxyhyoscyamine	-8.7
571	oroxylin_A	-8.7
572	cirsimartin	-8.7
573	isohexyl_dihydrocaffeate	-8.7
574	8-deoxy-15-(3'-hydroxy-2'-methyl-propanoyl)-lactucin-3'-sulfate	-8.7
575	"5,4'-dimethoxy-3'-hydroxy-6,7-methylenedioxyisoflavone"	-8.7
576	"1-((S)-2,3-dihydro-2-(prop-1-en-2-yl)benzofuran-5-yl)ethanone"	-8.7
577	ZINC000024215411	-8.7
578	ZINC000001721693	-8.7
579	pratorimine	-8.6
580	beta-senepoxide	-8.6
581	ZINC000095486062	-8.6
582	cystodione_C	-8.6
583	protopine	-8.6
