POSITION	NAME	AFFINITY
584	bassiatin	-8.6
585	alpha-trans-bergamotene	-8.6
586	3-tigloyloxy-6-isobutyryloxy-7-hydroxytropane	-8.6
587	matricolone	-8.6
588	sipholenol_K	-8.6
589	"1,10,7,8-tetradehydro-asteriscanolide"	-8.6
590	alpha-cubebene	-8.6
591	ZINC000001663629	-8.6
592	"1-((S)-2,3-dihydro-2-((R)-1-hydroxypropan-2-yl)benzofuran-5-yl)ethanone"	-8.6
593	ZINC000095486239	-8.6
594	ZINC000001663392	-8.6
595	clivatine	-8.6
596	acetyldrimartol_B	-8.6
597	elgonene_A	-8.6
598	ZINC000014642669	-8.6
599	"6a,12a-dehydrodeguelin"	-8.6
600	ZINC000095486313	-8.6
601	aloechrysone	-8.6
602	milldurone	-8.6
603	1beta-angeloyloxy-9alpha-hydroxy-alpha-cyclocostunolide	-8.6
604	salidroside	-8.6
605	(-)-crotepoxide	-8.6
606	"10alpha-hydroxy-1alpha,2alpha,3alpha,4alpha-diepoxy-8-alpha-isovaleryloxy-11,13-dehydroguaia-6alpha,12-olide"	-8.6
607	cimifugin_2-methylbutanoate	-8.6
608	prechrysophanol	-8.6
609	atropine	-8.6
610	"2-methyl-5-(4'(S)-hydroxy-1'(R),5'-dimethylhex-5'-enyl)-phenol"	-8.6
611	ZINC000095486286	-8.6
612	ZINC000014645975	-8.6
613	"urs-12-ene-1beta,3beta,15alpha,28-tetraol"	-8.6
614	hierochin_C	-8.6
615	"methyl-6-acetoxy-9-oxo-1(10)Z,7Z-alpha-humulene-15-oate"	-8.6
616	reynosin_acetate	-8.6
617	"labda-13E-ene-8a,15-diol"	-8.6
618	carotol	-8.6
619	casimiroedine	-8.6
620	ladanein	-8.6
621	"15,16,17-trihydroxypimar-8(9)-ene"	-8.6
622	ZINC000095486307	-8.6
623	sphaeropsidin_E	-8.6
624	"2-((4aS,7R)-1,2,4a,5,6,7,8,8a-octahydro-4a-methyl-1-methylene-2-oxonaphthalen-7-yl)acrylic_acid"	-8.6
625	linifoliol_acetate	-8.6
626	ZINC000095486221	-8.6
627	chrysoeriol	-8.6
628	acacetin_7-glucoside	-8.6
629	alternarienonic_acid	-8.6
630	3-tigloyloxy-6-(2'-methylbutyryloxy)tropane	-8.6
631	dihydroaposcopolamine	-8.6
632	"2',3'-dihydroxyasteranthine"	-8.6
633	"methyl-6-acetoxy-9-oxo-1(10)E,7Z-alpha-humulene-15-oate"	-8.6
634	helioscopinolide_C	-8.6
635	byzantionoside_B_6'-O-sulfate	-8.6
636	cinnamyl_isovalerate	-8.6
637	"6,7-dehydroroyleanon"	-8.6
638	7-oxo-15-hydroxydehydroabietic_acid	-8.6
639	(-)-4'-hydroxy-7-methoxy-8-methylflavan	-8.6
640	swietenolide	-8.6
641	toonapubesin_F	-8.6
642	6-dehydroxy-19-acetyl-marrubenol	-8.6
643	(+)-austrosene	-8.6
644	lanceolatin_A	-8.6
645	8-O-cinnamoylgraciline	-8.6
646	10-oxo-jaesckeanadiol-6-anisate	-8.6
647	"(+)-6-styryl-7,8-dihydroxy-4-_methoxypyran-2-one"	-8.6
648	glutinosin	-8.6
649	"3alpha,18-dihydroxytrachylobane"	-8.6
650	aposcopolamine	-8.6
651	7-hydroxy-5-methoxyflavanone	-8.6
652	anthepseudolide	-8.6
653	caffeoylputrescine	-8.6
654	glabratephrin	-8.6
655	taxodione	-8.6
656	furoaloesone	-8.6
657	nagilactone_F	-8.6
658	3-acetyl_sesterstatin_1	-8.6
659	7-hydroxycallitrisic_acid	-8.6
660	alpha-selinene	-8.6
661	alpha-cubebene	-8.6
662	2-(o-methylphenyl)-6-methyl-5-hepten-2-ol	-8.5
663	beta-methyl_oleanate	-8.5
664	6-angeloyl-10-hydroxy-jaeschkeanadlol	-8.5
665	"8alpha-acetoxy-2alpha-hydroxy-1alpha,5alpha,6beta,7alpha,11betaH-guaia-3,10(14)-dien-12,6-olide"	-8.5
666	C-14-3-isodeoxyarctolide	-8.5
667	"3-oxo-4alpha-hydroxy-15-hydroxy-1alphaH,5alphaH,6betaH,7alphaH,11betaH-guai-10(14)-ene-6,12-olide"	-8.5
668	methyl_[6-hydroxy-2-methyl-2-(4-methylpent-3-enyl)-2H-chromen-8-yl]-acetate	-8.5
669	"4alpha-hydroxy-1betaH-guaia-9(14),12-dien-8beta,11-olide"	-8.5
670	alpha-eudesmol_(2-xylopyranoside_2-acetate)	-8.5
671	uncinatone	-8.5
672	isoglabratephrin	-8.5
673	deoxytazettine	-8.5
674	"11-hydroxy-ent-abieta-8,11,13-trien-15-one"	-8.5
675	ZINC000095486249	-8.5
676	diketolinifoliol	-8.5
677	ZINC000015203856	-8.5
678	"6,7-dehydro-3-apotropoyloxytropane"	-8.5
679	7-oxo-dehydroabietinol	-8.5
680	2beta-hydroxy-6-p-benzoyloxybenzoyllancerodiol	-8.5
681	narcisine	-8.5
682	"12-hydroxy-13-methylpodocarpa-8,11,13-triene-3-one"	-8.5
683	ZINC000004098683	-8.5
684	"12-methoxy-13-methylpodocarpa-1,8,11,13-tetraen-3,7-dione"	-8.5
685	hyoscyamine	-8.5
686	7-keto-8alpha-hydroxy-deepoxysarcophine	-8.5
687	pinocembrin	-8.5
688	helioscopinolide_B	-8.5
689	tanzawaic_acid_B	-8.5
690	italicene_ether	-8.5
691	"methyl-6-acetoxy-9-oxo-1(10)Z,7E-alpha-humulene-15-oate"	-8.5
692	tanzawaic_acid_G	-8.5
693	"(+)-1,2-bis-(4-hydroxy-3-methoxyphenyl)-propane-1,3-diol_[erythro_form]"	-8.5
694	ent-3alpha-hydroxytrachyloban-18-al	-8.5
695	violaceol_I	-8.5
696	"neoclerodan-5,10-en-19,6beta,20,12-diolide"	-8.5
697	lasidiol-10-anisate	-8.5
698	ZINC000015120572	-8.5
699	xanthinosin	-8.5
700	scopolamine	-8.5
701	3-tigloyloxy-6-acetoxytropane	-8.5
702	latrunculin_B	-8.5
703	elgonene_F	-8.5
704	14-hydroxyvaginatin	-8.5
705	terretonin_A	-8.5
706	3-phenylacetoxy-6-hydroxytropane	-8.5
707	"3beta-hydroxy-8alpha-(3,4-dimethoxybenzoyloxy)-11beta,13-dihydro-1alphaH,5alphaH,6betaH,7alphaH-guai-4(15),10(14)-dien-6,12-olide"	-8.5
708	lawinal	-8.5
709	ZINC000095486031	-8.5
710	biochanin_A	-8.5
711	andrographolide	-8.5
712	3-tigloyloxy-6-methylbutyryloxytropane	-8.5
713	"11-hydroxy-7,9(11),13-abietatrien-12-one"	-8.5
714	"(-)-6alpha-hydroxy-5alpha,8alpha,9alpha,10alpha-cleroda-3,13-dien-16,15-olid-18-oic_acid"	-8.5
715	hyrtioerectine_B	-8.5
716	ZINC000095486260	-8.5
717	5-O-methylhoslundin	-8.5
718	(-)-pseudosemiglabrin	-8.5
719	macrocarpon_C	-8.5
720	4-hydroxyquinolin-2(1H)-one	-8.5
721	"6acetoxy-hydroxyguaia-1(10),4(15),11(13)-trien-8alpha,12-olide"	-8.5
722	4_t-butyl-2-(dimethyl_benzyl)_phenol	-8.5
723	naupliolide	-8.5
724	(-)-4'-methylepigallocatechin	-8.5
725	"3-oxo-eudesma-4,11(13)-dien-12-oic_acid"	-8.5
726	isolophanthin_A	-8.5
727	achillin	-8.5
728	"15,16-epoxy-9-hydroxy-labda-13(16),14-diene"	-8.5
729	desoxyarctolide	-8.5
730	ZINC000095486310	-8.5
731	oxo-T-cadinol	-8.5
732	betavulgarin	-8.5
733	8-O-methylretusin	-8.5
734	"3beta,13-diacetoxy-1beta,13-dihydroxyeudesma-4(14),7(11)-dien-6alpha,12-olide"	-8.5
735	argaminolic_A	-8.4
736	"(R)-MTPA-ester_or_methyl_(2E,6E,10R_)-10,11-dihydroxy-7,9,11-_trimethyl-2,6-dodecadienoate"	-8.4
737	lysicamine	-8.4
738	"8alpha-angeloyloxy-10alpha-hydroxy-1beta,2beta,3beta,4beta-diepoxy-11,13-dehydroguaia-6alpha,12-olide"	-8.4
739	"8alpha-hydroxy-13-epi-pimar-16-en-6,18-olide"	-8.4
740	triacontanyl-(E)-ferulate	-8.4
741	pinoresinol_4-sulphate	-8.4
742	"3(2h)-furanone,_dihydro-2,2-dimethyl-5-phenyl"	-8.4
743	ZINC000095486281	-8.4
744	ZINC000095485950	-8.4
745	leroyine	-8.4
746	arborescin	-8.4
747	"3-hydroxy-1-methyl-9,10-anthraquinone"	-8.4
748	Z-toussaintine_E	-8.4
749	citreoisocoumarin	-8.4
750	ZINC000095485902	-8.4
751	ZINC000001642327	-8.4
752	"ent-8_alpha,14alpha-epoxyabieta-11,13(15)-dien-16,12-olide"	-8.4
753	ZINC000095486295	-8.4
754	3-alpha-hydroxycativic_acid	-8.4
755	hardwickiic_acid	-8.4
756	"3beta,4beta-dihydroxypallenone"	-8.4
757	dehydrodiconiferyl_alcohol	-8.4
758	sanguinine	-8.4
759	horminone	-8.4
760	isosilybin_A	-8.4
761	"6-hydroxy-2-methyl-5-(5'-hydroxy-1'(R),5'-dimethylhex-3'-enyl)-phenol"	-8.4
762	3-hydroxymollugin	-8.4
763	3'-prenylbiochanin	-8.4
764	afrormosin	-8.4
765	totaradiol	-8.4
766	ZINC000095486137	-8.4
767	"11,13-dihydro-onopordopicrin"	-8.4
768	phtalidiisoquinoline	-8.4
769	retusolide_D	-8.4
770	embelin	-8.4
771	"3beta-hydroxy-8alpha-(3-hydroxyisobutyryloxy)guaia-4(15),10(14),11(13)-trien-6alpha,12-olide"	-8.4
772	isorhamnetin_3-sulphate	-8.4
773	abietinal	-8.4
774	Tribulus_saponin_aglycone_1	-8.4
775	inuloxin_D	-8.4
776	terpurinflavone	-8.4
777	(+)-neo-olivil	-8.4
778	augustamine	-8.4
779	N-propionylaplysinopsin	-8.4
780	2-methoxy-3-methylanthraquinone	-8.4
781	15-desoxylactucin-alpha-D-glucopyranoside	-8.4
782	ZINC000015120569	-8.4
783	"ent-3,13E-clerodadien-15-ol"	-8.4
784	marmesin	-8.4
785	7-O-methylluteolin	-8.4
786	"3beta,13-diacetyloxy-1alpha-hydroxygermacra-4,7(11),9-trien-6alpha,12-olide"	-8.4
787	"(2S,5R)-5-(2-hydroxypropan-2-yl)-2-[(2R)-5-oxohexan-2-yl]cyclohexan-1-one_(2-xylopyranoside_2-acetate)"	-8.4
788	"3,4,18-cyclopropa-12-hydroxy-ent-abiet-7-en-16,14-olide"	-8.4
789	"3-(3,4-dihydrophenyl)propyl_4-methylvalerate"	-8.4
790	ZINC000095486312	-8.4
791	teferidin	-8.4
792	epicatechin	-8.4
793	ZINC000000119988	-8.4
794	3alpha-tigloyloxytropane	-8.4
795	glaberin_5s	-8.4
796	"6,8-di-C-methylkaempferol_3-methyl_ether"	-8.4
797	ivalbin	-8.4
798	isopimaric_acid	-8.4
799	epi-alpha-cadinol	-8.4
800	karatavin	-8.4
801	"(6R,7R,8S,3'R)_-8alpha-(3,4-dihydroxy-2-methylenebutanoyloxy)-15-acetoxyhelianga-1(10),4(5),11(13)-trien-6-olide"	-8.4
802	12-O-methylpisiferic_acid	-8.4
803	stemmin_C	-8.4
804	ZINC000034006254	-8.4
805	amabiline	-8.4
806	abietinol	-8.4
807	"urs-12-ene-3beta,7beta,15alpha,28-tetraol"	-8.4
808	ZINC000015121588	-8.4
809	"voucapane-6alpha,7alpha-diol"	-8.4
810	catalponol	-8.4
811	12-acetoxy-14-methoxy-5E-caryophyllen-7-one	-8.4
812	daucoguaianolactone_B	-8.4
813	alpha-bisabolol	-8.4
814	(Z)-volkendousin	-8.4
815	"5,6-dehydro-alpha-eudesmol-(alpha-xylopyranoside-triacetate)"	-8.4
816	hispidulin_7-sulphate	-8.4
817	ZINC000095486314	-8.4
818	2-acetoxy-7alpha-hydroxy-14-methoxy-5E-caryophyllene	-8.4
819	"5,3'-dihydroxy-4',5'-dimethoxy-6,7-methylenedioxyisoflavone"	-8.4
820	"15,16-dihydroxy-7,11-dioxopimar-8(9)-ene"	-8.4
821	kaempferol_4'-methyl_ether	-8.4
822	sphaeropsidin_C	-8.4
823	"2,3-dehydrokievitone"	-8.4
824	aguerin_A	-8.4
825	"12-acetoxy-5,6-dihydrocaryophyllen-7-one"	-8.4
826	aloe-emodin_11-O-rhamnoside	-8.4
827	carumoside	-8.4
828	"2-(carboxyethenyl)-5,7-dihydroxychromone"	-8.3
829	3-(3'-acetoxytropoyloxy)tropane	-8.3
830	sonchuside_A	-8.3
831	ZINC000095486250	-8.3
832	"7-hydroxy-8,3',4'-trimethoxyisoflavone"	-8.3
833	nataloe-emodin-2-O-glucoside	-8.3
834	amberboin	-8.3
835	4-hydroxy-8-epi-tomentosin	-8.3
836	crotomacrine	-8.3
837	yomogin	-8.3
838	tubastrine	-8.3
839	7alpha-hydroxydehydroabietinol	-8.3
840	penduliflaworosin	-8.3
841	"5,7-dihydroxy-2-(3,4-dihydroxyphenyl)-4-oxo-4H-chromen-3-yl_hydrogen_sulphate"	-8.3
842	"1beta-acetoxyeudesman-4(15),7(11)-dien-8alpha,12-olide"	-8.3
843	4-epi-abietal	-8.3
844	"N-isobutyl-6-_2-thienyl_-2E,4E-hexadienamide"	-8.3
845	"15-hydroxygermacra-1(10),4,11(13)-trien-(12,6);(14,8)-diolide_15-O-beta-D-glucopyranoside"	-8.3
846	6-methoxykaempferol	-8.3
847	dihydrofumariline	-8.3
848	ZINC000095485907	-8.3
849	ZINC000095486227	-8.3
850	"4,5-di-p-cis-coumaroylquinic_acid"	-8.3
851	asteriscunolide_C	-8.3
852	ZINC000034181679	-8.3
853	trachelogenin	-8.3
854	tricosanoic_acid	-8.3
855	botryorhodine_B	-8.3
856	edulein	-8.3
857	"3,4,5-trimethoxyphenol_O-alpha-L-rhamnopyranosyl-(1',6)-beta-D-glucopyranoside"	-8.3
858	ZINC000095485906	-8.3
859	lepadiformine_A	-8.3
860	cis-muurol-5-en-4alpha-ol	-8.3
861	beta-anhydroepidigitoxigenin	-8.3
862	penilactone	-8.3
863	"(1R,2R,3R_,6R,7R)-1,2,3,6,7-pentahydroxy-1-acetoxy-bisabol-10(11)-ene"	-8.3
864	3-O-methylquercetin	-8.3
865	"14-acetoxy-5,6-dihydrocaryophyllen-7-one"	-8.3
866	flindersine	-8.3
867	3'-O-methylpratensein	-8.3
868	cleistodiendiol	-8.3
869	chiliadenol_B	-8.3
870	"14-acetoxy-12-hydroxy-5,6-dihydrocaryophyllen-7-one"	-8.3
871	"13-epi-pimara-8,16-diene-6alpha,18-diol"	-8.3
872	taurin	-8.3
873	epipinoresinol	-8.3
874	santoline	-8.3
875	"8alpha-angeloyloxy-5-alpha-hydroxy-2-oxo-11,13-dehydroguaia-1(10),3-dien-6alpha,12-olide"	-8.3
876	daucoguaianolactone_A	-8.3
877	beninine	-8.3
878	2alpha-hydroxyalantolactone	-8.3
879	voucapan-5-ol	-8.3
880	beta-cubebene	-8.3
881	11alpha-hydroxymuzigadiolide	-8.3
882	"1-((S)-2,3-dihydro-2-((S)-1-hydroxypropan-2-yl)benzofuran-5-yl)ethanone"	-8.3
883	leroyine_14-O-acetate	-8.3
884	"1,5-dihroxy-3-hydroxymethylanthraquinone"	-8.3
885	salonitenolide-9-O-(2-hydroxymethyl)but-2-enoate	-8.3
886	diplopimarane	-8.3
887	3beta-tropoyloxy-6beta-isovaleroyloxytropane	-8.3
888	epi-zonarene	-8.3
889	ixerisoside_D	-8.3
890	"1,3-dioxo-7alpha,11betaH-2,3-secogermacra-4Z,9Z-dien-12,6alpha-olide"	-8.3
891	macrosporin	-8.3
892	"(+)-7alpha,8beta-dihydroxydeepoxysarcophine"	-8.3
893	santalene	-8.3
894	ZINC000095486093	-8.3
895	3beta-hydroxymansumbin-13(17)-en-16-one	-8.3
896	crepidiaside_A	-8.3
897	5-p-cis-coumaroylquinic_acid	-8.3
898	3beta-Hydroxy-6beta-tigloyloxytropane	-8.3
899	L-tryptophan	-8.3
900	4'-methoxy_cinnamyl_isovalerate	-8.3
901	ZINC000033831299	-8.3
902	ZINC000001663631	-8.3
903	"1-[(3aR,7S,8aS)-7-methyl-3-methylidene-2-oxo-2H,3H,3aH,4H,7H,8H,8aH-cyclohepta[b]furan-6-yl]-3-oxobutyl_acetate"	-8.3
904	E-artemedin	-8.3
905	alpha-amorphene	-8.3
906	beta-copaene	-8.3
907	4beta-hydroxy-6apha-p-anisoyloxy-10alpha-acetyloxydauc-8-ene	-8.3
908	pratensein	-8.3
909	euphoscopin_I	-8.3
910	tans-alpha-bergamotene	-8.3
911	ZINC000095485940	-8.3
912	patagonicol	-8.3
913	"12-hydroxy-8,12-abietadiene-3,11,14-trione"	-8.3
914	ZINC000095486107	-8.3
915	30'-hydroxytriacontanyl-(E)-ferulate	-8.3
916	delta-sesamin	-8.3
917	benzyl_alcohol_glucoside	-8.3
918	3'-(3-methylbut-2-enyl)biochanin_A	-8.3
919	isorhamnetin_3-sulphate	-8.3
920	alpha-bisabolone-beta-D-fucopyranoside	-8.3
921	delta-2-4-epi-ilicic_acid	-8.3
922	laxitextine_B	-8.3
923	gamma-eudesmol_(2-xylopyranoside_2-acetate)	-8.2
924	"10alpha-hydroxy-1beta,2beta,3beta,4beta-diepoxy-8-alpha-isovaleryloxy-11,13-dehydroguaia-6alpha,12-olide"	-8.2
925	"2-hydroxy-3,4,6-trimethoxychalcone"	-8.2
926	alpha-copaen-11-ol	-8.2
927	3beta-tigloyloxytropane	-8.2
928	"3',4'-dimethoxycinnamyl_isovalerate"	-8.2
929	"4alpha-hydroxy-1alphaH-guaia-9(14),12-dien-8beta,11-olide"	-8.2
930	"11beta,13-dihydro_19-desoxycnicin"	-8.2
931	aloenin_acetal	-8.2
932	elgonene_D	-8.2
933	mollugin	-8.2
934	grandiflorenic_acid	-8.2
935	ferrugone	-8.2
936	sugiol	-8.2
937	maximaisoflavone-G	-8.2
938	"8beta-hydroxytiglinoyloxy-11,13-dihydroartecanin"	-8.2
939	dammarane_triterpene17	-8.2
940	"8alpha-angeloyloxy-4beta,5alpha,10alpha-trihydroxy-1alpha,2alpha-epoxy-11,13-dehydroguaia-6alpha,12-olide"	-8.2
941	cedr-8-ene	-8.2
942	ZINC000028254002	-8.2
943	isoelliptol	-8.2
944	isoknipholone	-8.2
945	"5,7,8-trimethoxyflav-3-ene"	-8.2
946	isoxanthanol	-8.2
947	eriodictyol	-8.2
948	"2-((2S,4aS,7R)-1,2,4a,5,6,7,8,8a-octahydro-2-hydroxy-4a-methyl-1-methylenenaphthalen-7-yl)acrylic_acid"	-8.2
949	ZINC000095486294	-8.2
950	"1,9-dihydroxyeudesm-4-en-6,12-olide"	-8.2
951	aloesaponarin_II	-8.2
952	"15S,16-dihyroxy-7-oxopimar-8(9)-ene"	-8.2
953	ZINC000095486308	-8.2
954	tetraacetylsphingamine_4a	-8.2
955	ZINC000095486106	-8.2
956	"13beta,18-diacetoxyabiet-8(14)-en-7-one"	-8.2
957	"1,6-dimethyl-5-vinyl-9,10-dihydrophenanthrene-2,7-diol"	-8.2
958	"8alpha-(3,4-dihydroxy-2-methylenebutanoyloxy)dehydromelitensin"	-8.2
959	"2,14-dioxoguaia-3-en-1alpha,5alpha,10alpha,11betaH-12,6alpha-olide"	-8.2
960	3alpha-tigloyloxy-6-isovaleroyloxy-7-hydroxytropane	-8.2
961	10beta-hydroxycichopumilode	-8.2
962	"8alpha,19-dihydroxylabd-13E-en-15-oic_acid"	-8.2
963	1-hydroxy-8-methoxy-3-methylanthraquinone	-8.2
964	laudanine	-8.2
965	10beta-hydroxycichopumilide	-8.2
966	smirnovine	-8.2
967	berberine	-8.2
968	"(+)-1,2-bis-(4-hydroxy-3-methoxyphenyl)-propane-1,3-diol_[threo_form]"	-8.2
969	thujopsene	-8.2
970	"5,7,4'-trihydroxy-3,3'-dimethoxyflavone"	-8.2
971	retusolide_A	-8.2
972	2alpha-hydroxyarborescin	-8.2
973	ZINC000095486365	-8.2
974	ZINC000095486261	-8.2
975	"9,12,13-trihydroxyoctadeca-10(E)-dienoic_acid"	-8.2
976	fercomin	-8.2
977	isolarrien	-8.2
978	"erythroxyl-4(17),15(16)-dien-3-one"	-8.2
979	"3beta,4beta,10alpha-trihydroxy-1beta,6alpha,7beta(H)-cadinane"	-8.2
980	gamma-muurolene	-8.2
981	naamidine_B	-8.2
982	totarolone	-8.2
983	"kaempferol-3,6-dimethyl_ether"	-8.2
984	coniferyl-diisovalerate	-8.2
985	2-hydroxyseneganolide	-8.2
986	ottelione_A	-8.2
987	methyl_phenylheptanoate	-8.2
988	sorbifolin	-8.2
989	"isopimar-8(14)-en-15,16-diol"	-8.2
990	Aspergillus_diketopiperazine_8	-8.2
991	"13-epi-pimar-16-ene-8alpha,18-diol"	-8.2
992	"2-methylene-5-(1-methylvinyl)-8-methylbicyclo[5,3,0]decane"	-8.2
993	ZINC000014759061	-8.2
994	"3,4-dioxo-guaia-1alpha,5alphaH-11(13)-en-6beta,12-olide"	-8.2
995	alpha-muurolol	-8.2
996	feruloylputrescine	-8.2
997	foliosone	-8.2
998	"10alpha-hydroxy-1beta,2beta,3beta,4beta-diepoxy-8-alpha-methylbutanoyloxy-11,13-dehydroguaia-6alpha,12-olide"	-8.2
999	"15S,16-dihydroxy-7-oxopimar-8(9)-ene"	-8.2
1000	gaboroquinone_A	-8.2
1001	C-28_aldehyde_of_sipholenol_A	-8.2
1002	"14-hydroxy-2-oxoguaia-1(10),3-dien-5alpha,11alphaH-12,6alpha-olide"	-8.2
1003	picriside_C	-8.2
1004	"3beta,8alpha-dihydroxy-6betaH,7alphaH,11betaH-germacran-4(14),9(10)-dien-6,l2-olide"	-8.2
1005	desacetyl_xanthiuminol	-8.2
1006	ZINC000053229570	-8.2
1007	beta-eudesmol_(2-xylopyranoside_2-acetate)	-8.2
1008	triacontanyl-(E)-caffaete	-8.2
1009	ambrosin	-8.2
1010	"4beta,5alpha,10alpha-trihydroxy-1alpha,2alpha-epoxy-8alpha-valeryloxy-11,13-dehydroguaia-6alpha,12-olide"	-8.2
1011	matricarin	-8.2
1012	ZINC000028648780	-8.2
1013	3-methoxymollugin	-8.2
1014	14-hydroxyhypocretenolide	-8.2
1015	incrustasterol_B	-8.2
1016	4beta-hydroxy-6alpha-(4-hydroxy-3-methoxybenzoyl)-7-daucen-9-one	-8.2
1017	transtaganolide_B	-8.2
1018	lactucin-8-O-acetate	-8.2
1019	helioscopinolide_A	-8.2
1020	fumarophycine	-8.2
1021	teucmosin	-8.2
1022	gamma-cadinene	-8.2
1023	ethyl_caffeate	-8.1
1024	ZINC000095486298	-8.1
1025	pectachol	-8.1
1026	"(1R,2S)-1-(3-methylbut-2-enoyloxy)-1-(4-methoxybenzo[d][1,3]dioxol-6-yl)propan-2-yl_2,3-dimethyloxirane-2-carboxylate"	-8.1
1027	agathadiol	-8.1
1028	"(+)-(S,R)-epoxyartemidin"	-8.1
1029	isovaleroyloxylinalool	-8.1
1030	3beta-tigloyloxy-6-isovaleroyloxy-7-hydroxytropane	-8.1
1031	"6,7-dehydro-3-tigloyloxytropane"	-8.1
1032	"3beta-acetoxy-1beta,4alpha,13-trihydroxyeudesm-7(11)-en-6alpha,12-olide"	-8.1
1033	(+)-isochromophilone_IV	-8.1
1034	"3-tigloyloxy-6,7-epoxytropane"	-8.1
1035	tephropurpulin_A	-8.1
1036	8-oxoerythraline	-8.1
1037	daucoguaianolactone_E	-8.1
1038	crinine	-8.1
1039	(-)-citreoisocoumarin	-8.1
1040	methyl-12beta-hydroxysandaracopimarate	-8.1
1041	ZINC000003594643	-8.1
1042	2-O-methyl-muketanin	-8.1
1043	terreyol	-8.1
1044	beta-eudesmol	-8.1
1045	retusolide_E	-8.1
1046	"1alpha,3beta-dihydroxy-7alpha,11betaH-germacra-4Z,9Z-dien-12,6alpha-olide"	-8.1
1047	3alpha-hydroxy-6beta-tigloyloxytropane	-8.1
1048	"1alpha-hydroxy-6-angeloyloxygermacra-4,10(14),11(13)-trien-8alpha,12-olide"	-8.1
1049	"1beta,4beta-dihydroxy-5alpha(H)-guaia-1(2),11(13)-dien-8alpha,12-olide"	-8.1
1050	"1beta_acetoxy,_8beta-hydroxyeudesman-4(15),7(11)-dien-8alpha,12-olide"	-8.1
1051	ZINC000014684215	-8.1
1052	25-dehydroxy-12-epi-deacetylscalarin	-8.1
1053	"6alpha-hydroxyguaia-1(10),4(15),11(13)-trien-8alpha,12-olide"	-8.1
1054	"3,3',4'-_trimethoxyquercetin"	-8.1
1055	"guaia-1(10),11-diene"	-8.1
1056	cleistanolate	-8.1
1057	botryorhodine_A	-8.1
1058	"7,3',5'-trimethyltricetin"	-8.1
1059	cedrene	-8.1
1060	3-O-feruloylquinic_acid	-8.1
1061	buphanisine	-8.1
1062	"12-acetoxy-5alpha-methoxy-6(14)-dehydro-5,6-dihydrocaryophyllen-7-one"	-8.1
1063	aspastipuline	-8.1
1064	"9alpha-hydroxy-4alpha,15-dihydro-zaluzanin_C"	-8.1
1065	elgonene_B	-8.1
1066	cubebol	-8.1
1067	desacetoxymatricarin	-8.1
1068	spiro-13-homo-13-oxaelliptone	-8.1
1069	sphaeropsidin_A	-8.1
1070	13-O-desacetyl-1-oxo-afraglaucolide	-8.1
1071	"15,16,17-trihydroxy-7-_oxopimar-8(9)-ene"	-8.1
1072	guaiazulene	-8.1
1073	corydine_N-oxide	-8.1
1074	"2,3-epoxy-jaeschkeanadiol_benzoate"	-8.1
1075	"8alpha-isobutanoyl-10alpha-hydroxy-1alpha,2alpha,3alpha,4alpha-diepoxy-11,13-dehydroguaia-6alpha,12-olide"	-8.1
1076	saharanolide_B	-8.1
1077	beta-cedrene	-8.1
1078	cis-dehydrocurvularin	-8.1
1079	6-hydroxyapigenin	-8.1
1080	3-tigloyloxy-6-hydroxytropane	-8.1
1081	methyl-12-oxo-8alpha-hydroxyabiet-13-en-19-oate	-8.1
1082	diazo_derivative_of_Inuloxin_A	-8.1
1083	aloesone	-8.1
1084	"1alpha-acetoxy-3beta-hydroxyeudesm-3-en-6beta,11betaH-12,6-olide"	-8.1
1085	4-epi-isoinuviscolide	-8.1
1086	"ent-3,13E-clerodadiene-15-formate"	-8.1
1087	dimethyl_ellagic_acid	-8.1
1088	muzigadiolide	-8.1
1089	"1alpha-acetoxy-5beta-hydroxyeudesm-4(15)-en-6beta,11betaH-12,6-olide"	-8.1
1090	"(1R,2R,3R_,6R,7R)-1,2,3,6,7-pentahydroxy-bisabol-10(11)-ene"	-8.1
1091	pachycladin_C	-8.1
1092	10-hydroxylancerodiol-6-anisate	-8.1
1093	ZINC000095486059	-8.1
1094	"quercetin_3,4'-dimethyl_ether"	-8.1
1095	1beta-hydroxyisocostic_acid	-8.1
1096	ellagic_acid	-8.1
1097	"1alpha,4alpha,10alpha-trihydroxy-2beta,3beta-epoxy-8alpha-valeryloxy-11,13-dehydroguaia-6alpha,12-olide"	-8.1
1098	striatoid_B	-8.1
1099	ionylideneacetic_acid	-8.1
1100	"5alpha,7-dihydroxycarvotacetone"	-8.1
1101	ZINC000095486194	-8.1
1102	ZINC000100003285	-8.1
1103	methyl_caffeate	-8.1
1104	ZINC000015156307	-8.1
1105	ZINC000095485900	-8.1
1106	wortmannin_B	-8.1
1107	alpha-cedrene	-8.1
1108	quercetin_5-glucoside	-8.1
1109	8-epi-helenalin	-8.1
1110	barbigerone	-8.1
1111	5-hydroxy-7-methoxyflavanone	-8.1
1112	neopellitorine_B	-8.1
1113	"2-({2-[(5S,7R,10S)-7-hydroxy-10-methyl-6-methylidenespiro[4.5]decan-2-yl]propan-2-yl}oxy)-6-methyloxane-3,4,5-triol"	-8.1
1114	1-epi-inuviscolide	-8.1
1115	confertin	-8.1
1116	anastatin_B	-8.1
1117	ekeberin_B	-8.1
1118	apiumetin	-8.1
1119	botryorhodine_C	-8.1
